calendar_DT,trade_ID,security_ID,client_ID,shares_QTY,amount
19-Oct-22,1113,GYMUHYCMA,Z4FF,330,9511.2
19-Oct-22,1114,V4IZ7P7V0,0SZ0,130,1981.5
19-Oct-22,1115,HX4FIWZXK,5K80,10,32892.9
19-Oct-22,1116,6TZ8FAUFM,N9M3,370,34874.4
19-Oct-22,1117,76S4RLW0W,TYMB,275,32496.6
19-Oct-22,1118,I73PKTM5B,QV71,290,34207.6
19-Oct-22,1119,EZJ4DP7GS,FSJW,145,9902.2
19-Oct-22,1120,H2E7NQFSE,PM02,380,900.2
19-Oct-22,1121,AW5VKLK49,M01P,130,32857.3
19-Oct-22,1122,A926EXX8V,UM5H,70,22955.1
19-Oct-22,1123,JSFQS1Y9N,T9XH,400,43659.7
19-Oct-22,1124,QMYZ5L44V,5BJ8,210,34657.7
19-Oct-22,1125,KOEGX8Q28,Y1JA,255,6751.5
19-Oct-22,1126,ALYBOLBA2,OJ3M,395,33757.5
19-Oct-22,1127,WEW87GCGU,TZIE,20,450.1
19-Oct-22,1128,NN5BHJUVT,P86T,460,20254.5
19-Oct-22,1129,BIIZLS6LC,OYEP,165,13052.9
19-Oct-22,1130,28OW04AUI,0RT2,380,18904.2
19-Oct-22,1131,50WF4OQFB,CVD3,450,35557.9
19-Oct-22,1132,QPHSZ9AP3,BOWM,420,450.1
19-Oct-22,1133,07WTQRK4A,PSTB,155,1350.3
19-Oct-22,1134,KQW4AQZUG,D47C,320,13022.4
19-Oct-22,1135,99X9AOPAB,XLI1,5,3526.9
19-Oct-22,1136,9MW13G8SZ,VD1D,440,24417
19-Oct-22,1137,AEDDE2Z4Z,XU88,390,15192.8
19-Oct-22,1138,MFR0LOJT5,RNYZ,405,23603.1
19-Oct-22,1139,ATWKKB9Z8,ICW9,175,21975.3
19-Oct-22,1140,ALQ2EHJGN,2DGA,120,21161.4
19-Oct-22,1141,MZXWYV1KL,E1JH,300,8681.6
19-Oct-22,1142,KILGFIOUN,NFND,190,18719.7
19-Oct-22,1143,J5IC8G8NU,FWFR,110,6511.2
19-Oct-22,1144,UPNTA6KRO,FZGT,150,25502.2
19-Oct-22,1145,JKC3BNCMZ,SQM0,105,16476.4
19-Oct-22,1146,VH126XFMC,ADEO,205,34891.2
19-Oct-22,1147,EW9KUZDAG,WN6N,255,25199.2
19-Oct-22,1148,FR2NX66FN,QTPN,200,31014.4
19-Oct-22,1149,HC46UYLKA,J74F,440,38283.4
19-Oct-22,1150,EBB6ULWGU,CCY9,355,41191
19-Oct-22,1151,9GS3LDBOT,W5OQ,440,45552.4
19-Oct-22,1152,TM43GHQAA,H8ZV,485,12115
19-Oct-22,1153,PJ7IARDI1,QZ1X,145,14053.4
19-Oct-22,1154,UBNYXMHGR,QPMF,365,17930.2
19-Oct-22,1155,7AUANGFRS,PD38,480,24230
19-Oct-22,1156,ICR1J4DMR,YB1T,70,32952.8
19-Oct-22,1157,63LD6DTAY,TP30,465,46521.6
19-Oct-22,1158,0UJJI2AYA,Q61X,365,35860.4
19-Oct-22,1159,910F3Q9B6,9D8O,280,443.75
19-Oct-22,1160,9PSTL6DVQ,3UXE,70,18193.75
19-Oct-22,1161,8CKI7PZFZ,HV9V,185,27068.75
19-Oct-22,1162,ITRQHOTIG,EA4F,125,26625
19-Oct-22,1163,WPAFVJKFC,5XQG,315,38162.5
19-Oct-22,1164,IQ0CCK6BQ,FTWI,190,10650
19-Oct-22,1165,WDCSRNNUH,NU9B,220,11093.75
19-Oct-22,1166,FL3O18T31,31NZ,15,8875
19-Oct-22,1167,X6N7BN6VC,PKOW,190,25737.5
19-Oct-22,1168,T0B0449N1,WXYF,255,32393.75
19-Oct-22,1169,IHH4NL6YA,2L2N,25,33725
19-Oct-22,1170,Z34INQ2T7,AEDY,180,14178.4
19-Oct-22,1171,TWGY8RQ0F,TDYI,200,22225.6
19-Oct-22,1172,A9T0VBE8J,NNKB,400,34488
19-Oct-22,1173,4PHZ6GRO6,7X94,230,19926.4
19-Oct-22,1174,87W4WFQSO,7EPR,380,18010.4
19-Oct-22,1175,LS5KIHF1Q,WJPN,215,18776.8
19-Oct-22,1176,EEZN44AIW,5555,245,3832
19-Oct-22,1177,8DP66RJ73,6MFR,185,15711.2
19-Oct-22,1178,601SZ89ZZ,H3FN,435,16094.4
19-Oct-22,1179,XU9YAIWOC,MGHI,65,29123.2
19-Oct-22,1180,O93YY1J09,CQQJ,460,23375.2
19-Oct-22,1181,NMFT7OTKX,U8K0,60,23375.2
19-Oct-22,1182,QWF4NKPZD,2KWM,355,21076
19-Oct-22,1183,4HIVLIJ05,WR3Z,235,33338.4
19-Oct-22,1184,3WW4TSK9Y,PEUN,100,4981.6
19-Oct-22,1185,GB55Q6C22,9RX1,495,3694
19-Oct-22,1186,WUNR9QA4D,LXTQ,435,9696.75
19-Oct-22,1187,05PVVJAM7,6CO6,225,24011
19-Oct-22,1188,D04Q92RBJ,7U3T,160,41557.5
19-Oct-22,1189,F79BTYUEL,RTEU,285,2770.5
19-Oct-22,1190,ORMW86L6A,9FLB,80,41557.5
19-Oct-22,1191,ELL21T0C7,KTBB,125,18008.25
19-Oct-22,1192,0G07QL59N,OCMF,390,13257.1
19-Oct-22,1193,PK8HKL1ZH,6PAE,195,25797.6
19-Oct-22,1194,MA5BP5R5M,PUWK,330,4657.9
19-Oct-22,1195,X35IMD1EW,4QNS,365,27947.4
19-Oct-22,1196,8J4H7SJGT,PAX6,415,4299.6
19-Oct-22,1197,1JYQ3RVRD,L33B,20,31530.4
19-Oct-22,1198,306S1XH8B,C09J,155,6807.7
19-Oct-22,1199,0XXIGEIGD,D6PQ,385,17198.4
19-Oct-22,1200,WOZ3XH3IX,9AO4,360,4299.6
19-Oct-22,1201,KY7B3052M,8TOB,145,32605.3
19-Oct-22,1202,L7LIQD9PW,KIL5,425,14582.75
19-Oct-22,1203,XQ7MVVI0K,TJOT,90,897.4
19-Oct-22,1204,38NMVGC9A,O6RF,65,0
19-Oct-22,1205,9E4GQAJT9,SR3T,300,14358.4
19-Oct-22,1206,7V4EDSHA7,HZYC,105,22210.65
19-Oct-22,1207,87BVOX3WH,ZYSS,125,15255.8
19-Oct-22,1208,0FYS0QU92,H77R,155,11666.2
19-Oct-22,1209,EE1SYZI4Q,ULX5,220,3589.6
19-Oct-22,1210,AUGYQYQTG,LFV4,250,11217.5
19-Oct-22,1211,VNR486HET,6728,375,18396.7
19-Oct-22,1212,3O84LBNVA,QGXP,420,12022.15
19-Oct-22,1213,I0YPY1C63,UI1V,285,18401.25
19-Oct-22,1214,M20DUI41H,AGCZ,365,16683.8
19-Oct-22,1215,H8M4IHCLW,YLI4,255,20118.7
19-Oct-22,1216,AXP8WJP0E,FXXL,280,2698.85
19-Oct-22,1217,JO9R4E1VR,E06K,165,7360.5
19-Oct-22,1218,4IL7HY3EC,4PHN,20,9323.3
19-Oct-22,1219,QHL1014D6,1NP7,70,736.05
19-Oct-22,1220,VWH65WYO1,FPBK,445,23798.95
19-Oct-22,1221,VRDTAZLCX,LEPI,270,5737.2
19-Oct-22,1222,3A6EGEW8N,LPP2,380,0
19-Oct-22,1223,C2UXV0VS1,KJ5M,280,3278.4
19-Oct-22,1224,2GJD975MI,7YUM,65,21719.4
19-Oct-22,1225,4G6MPH10G,LURI,450,19260.6
19-Oct-22,1226,601SZ89ZZ,7XQI,100,6147
19-Oct-22,1227,N8H0Y164Z,99L8,65,11064.6
19-Oct-22,1228,NDH74BU31,ZCVM,440,2385
19-Oct-22,1229,5DQ9M1760,C48Q,195,1590
19-Oct-22,1230,21X4K57YT,X7GP,400,6360
19-Oct-22,1231,B43QA17RR,VMN5,355,2305.5
19-Oct-22,1232,G2VX1US7S,IAT0,230,4611
19-Oct-22,1233,RMW53UQP5,D3GA,150,4531.5
19-Oct-22,1234,DXINGBAN8,ZZNC,470,24910
19-Oct-22,1235,UAS9459HT,DDTE,80,9964
19-Oct-22,1236,FX1QM01OF,1M80,170,15444.2
19-Oct-22,1237,R7NT2VOZY,L1SW,85,38859.6
19-Oct-22,1238,O9VG6G2V7,SNNH,25,15942.4
19-Oct-22,1239,1DJBO4YSE,NXM4,290,18931.6
19-Oct-22,1240,NXLHLPAK4,7AQF,320,31884.8
19-Oct-22,1241,F8G2S19QB,M5KB,365,13451.4
19-Oct-22,1242,5HPIS4SDL,3JPD,495,36368.6
19-Oct-22,1243,M3WK9WONS,8M2Y,330,4982
19-Oct-22,1244,E3VQBZQ5F,EOEY,210,26144.6
19-Oct-22,1245,WR3D42SW2,UKQO,170,30859.2
19-Oct-22,1246,QL6SL2RZC,1DK8,110,9429.2
19-Oct-22,1247,O011JDYCY,KVDJ,340,26573.2
19-Oct-22,1248,RT8JB0KAV,2KUV,465,19287
19-Oct-22,1249,DLPWL4ES6,OC7H,115,12000.8
19-Oct-22,1250,ICYSDAJUG,SEYB,415,36859.6
19-Oct-22,1251,NW8VWLDR9,V747,20,19715.6
19-Oct-22,1252,T9J20NT87,BA61,45,2188.75
19-Oct-22,1253,WJ07J8VXU,YMY1,495,18823.25
19-Oct-22,1254,OTI02FMVG,GQSD,140,1313.25
19-Oct-22,1255,116SX2MPS,E2Y2,65,5690.75
19-Oct-22,1256,IIKHKGFXB,2XE6,235,19261
19-Oct-22,1257,IYQ4ATCVZ,EXXK,365,3939.75
19-Oct-22,1258,PXQOWDKYV,3NYH,335,14883.5
19-Oct-22,1259,NTAUAZXK2,4QNS,70,38522
19-Oct-22,1260,KAA2N7KEF,NDHO,80,2188.75
19-Oct-22,1261,B15K6NTQC,ZSBA,165,35895.5
19-Oct-22,1262,AVT3N6KD7,OFFU,120,10358.7
19-Oct-22,1263,1W1M06EVX,8BGI,175,13026.85
19-Oct-22,1264,SWR2FCJBD,FXG2,490,7376.65
19-Oct-22,1265,LQ8GQVJVD,459A,100,470.85
19-Oct-22,1266,JPH1UMDTG,5SO8,40,7533.6
19-Oct-22,1267,8R650SJ3D,50FL,50,4080.7
19-Oct-22,1268,E7T443RM6,XPWL,80,6905.8
19-Oct-22,1269,4NS6LIQT8,2YPR,245,5807.15
19-Oct-22,1270,YXESNPAI1,84SF,410,3609.85
19-Oct-22,1271,9L8BC8YBY,6G5E,115,5122.95
19-Oct-22,1272,D54KDOMNR,ODR1,175,7497
19-Oct-22,1273,W4Z5R3HSZ,19TO,330,12120.15
19-Oct-22,1274,NRJ2C17Z2,X922,105,8996.4
19-Oct-22,1275,DOBKSFYGM,XUSC,335,10745.7
19-Oct-22,1276,AUVH1VDPB,L8O6,490,8621.55
19-Oct-22,1277,ILM5LNXJ9,2BMW,195,9496.2
19-Oct-22,1278,QP90LT33G,QR66,0,11870.25
19-Oct-22,1279,O4NIBLZQN,WCCH,150,1374.45
19-Oct-22,1280,EIHAJQ94N,I0UL,45,26871.6
19-Oct-22,1281,ZVPK3XU8X,G1PC,30,24472.35
19-Oct-22,1282,JZ2P4QHX4,YU6D,210,44626.05
19-Oct-22,1283,WNMR8Q3W8,0VST,250,11516.4
19-Oct-22,1284,574GPD3LT,JZQ2,140,25911.9
19-Oct-22,1285,D9R7Y96GR,C1CB,20,9597
19-Oct-22,1286,371JZRRR8,32LQ,30,5430.3
19-Oct-22,1287,NH99E2EKA,MUFM,45,9089.85
19-Oct-22,1288,Q4I33WAFH,Y2OX,25,2597.1
19-Oct-22,1289,EPBTSZ3QQ,NA0Y,220,0
19-Oct-22,1290,EIQRIKL07,VANA,105,8263.5
19-Oct-22,1291,NJ7S4V8U7,VGGX,285,0
19-Oct-22,1292,XFBPAJUIE,7PFM,85,10642
19-Oct-22,1293,MU2DKCPUG,P0AC,30,2504
19-Oct-22,1294,BZVD8SVA2,9JUW,370,10892.4
19-Oct-22,1295,Q2SQ17376,GP40,315,8263.2
19-Oct-22,1296,QP90LT33G,VF5I,125,7512
19-Oct-22,1297,CS77QLUJ2,U628,295,3004.8
19-Oct-22,1298,WBF040O3L,G0QE,255,7011.2
19-Oct-22,1299,62U3NLP5G,837,305,10141.2
19-Oct-22,1300,0ESMUOG3Q,8X9L,215,11268
19-Oct-22,1301,JFCSQ1NSL,874C,460,5383.6
19-Oct-22,1302,A3LPLTVK3,VZ3X,140,18001.5
19-Oct-22,1303,3XXCGMF5M,4QUW,90,19965.3
19-Oct-22,1304,91T7MSZ06,NK8I,420,3273
19-Oct-22,1305,8A93TFGD7,1IO6,260,2618.4
19-Oct-22,1306,PLBLKTHYG,I5AF,320,12437.4
19-Oct-22,1307,BYXQDC49M,G04A,210,4909.5
19-Oct-22,1308,IFNV6654L,MPVP,420,654.6
19-Oct-22,1309,61J6XFITB,YAOW,35,16365
19-Oct-22,1310,8D7HC09QZ,O6HM,335,6218.7
19-Oct-22,1311,K8LR5UR8J,4HR0,480,13419.3
19-Oct-22,1312,3G6WUUOPX,G6W2,150,16037.7
19-Oct-22,1313,MUBRW8Y0R,VQPG,195,6873.3
19-Oct-22,1314,YSOO0EYUR,UCIJ,90,3005.6
19-Oct-22,1315,2MJYCDO9T,9BWZ,350,928.2
19-Oct-22,1316,0C7Y1NKHG,05Z9,145,4331.6
19-Oct-22,1317,8MDO6HJCL,S4NO,470,2298.4
19-Oct-22,1318,L9P1NS42O,IN9W,25,928.2
19-Oct-22,1319,QWQSVTZ3N,EI4Q,245,2563.6
19-Oct-22,1320,D2WO38NZT,MXQK,400,397.8
19-Oct-22,1321,OCJMA0037,MXAW,155,2519.4
19-Oct-22,1322,A5DU1LK0R,VY40,50,795.6
19-Oct-22,1323,PT64KQHJZ,NANI,410,2077.4
19-Oct-22,1324,N84BLO6ST,F0JE,300,3712.8
19-Oct-22,1325,CSX0OTEQT,BXS1,465,1237.6
19-Oct-22,1326,AJ52T0HGB,Z87G,200,9265.9
19-Oct-22,1327,188BZQ362,9HIB,335,3214.7
19-Oct-22,1328,4GZUIWINQ,DXOH,70,661.85
19-Oct-22,1329,8VD3NIIM6,JMJZ,75,7091.25
19-Oct-22,1330,MZOPRVO0A,WNL9,20,9076.8
19-Oct-22,1331,T115POU8K,FYP4,180,2931.05
19-Oct-22,1332,OUNTIM3LR,K65D,50,8793.15
19-Oct-22,1333,IS6T105QM,0KTR,370,8509.5
19-Oct-22,1334,R8FVWOL03,PY9K,380,3309.25
19-Oct-22,1335,NEEQI5D8A,KTRA,75,5389.35
19-Oct-22,1336,3JL7EH1BC,D5NR,495,5011.15
19-Oct-22,1337,4NS6LIQT8,63LH,485,6051.2
19-Oct-22,1338,HH8WOJ10R,0MH5,210,1323.7
19-Oct-22,1339,SW3RRLVME,UQRP,440,7091.25
19-Oct-22,1340,BEY8SA5YP,GQKK,470,6902.15
19-Oct-22,1341,RL8E1XCHF,TDPK,355,27795
19-Oct-22,1342,YMFYD2BS7,USF8,360,19271.2
19-Oct-22,1343,O9RVCFYFU,726I,415,21865.4
19-Oct-22,1344,H97PQBH43,X466,345,20753.6
19-Oct-22,1345,0F1U1I2FF,MHLE,385,1853
19-Oct-22,1346,V183O2LGC,GIFO,105,1853
19-Oct-22,1347,4TP4YY46S,VDVV,305,0
19-Oct-22,1348,0EP2GBLO3,9W06,275,5929.6
19-Oct-22,1349,OUI9D7DMC,NU9M,480,33354
19-Oct-22,1350,6854L5OE3,D0YC,80,30759.8
19-Oct-22,1351,1CEHJCNVW,C6FJ,335,20383
19-Oct-22,1352,9V9B7I4GF,KW34,425,15565.2
19-Oct-22,1353,ML7X8X884,8DJT,290,24830.2
19-Oct-22,1354,8TH9A8X06,1O4C,360,32612.8
19-Oct-22,1355,BQIUPR3H0,5OWL,140,5929.6
19-Oct-22,1356,NBWHGW89Q,LIQ7,150,2360
19-Oct-22,1357,F51R3OKQ3,U7VP,105,3717
19-Oct-22,1358,UBG23NQMA,SA4H,450,1357
19-Oct-22,1359,9IR0IERIQ,5PT9,470,3304
19-Oct-22,1360,VDJM4PVOC,N5WQ,455,2537
19-Oct-22,1361,HRGUY4HG2,B20T,330,1770
19-Oct-22,1362,XOREFN1OG,8PA0,75,23994.45
19-Oct-22,1363,C9FP3OP1N,3RFA,345,3717.45
19-Oct-22,1364,UHFGP16AJ,MN40,490,10476.45
19-Oct-22,1365,BZZO5RPVF,J9LT,185,7434.9
19-Oct-22,1366,6QB1GGYP2,CGL1,295,6421.05
19-Oct-22,1367,RDLFQ7THS,KPY5,375,27711.9
19-Oct-22,1368,ENPGCDUI7,CZA4,470,22304.7
19-Oct-22,1369,O3Y8WG7F0,S84I,85,16221.6
19-Oct-22,1370,FXYGH6OL6,L225,340,29063.7
19-Oct-22,1371,NVINXUE4T,Y4UK,70,10814.4
19-Oct-22,1372,7H34UEZ27,GZ1R,100,19176
19-Oct-22,1373,XYPBG4I42,FW1Q,120,1598
19-Oct-22,1374,ZD2T3SV5Y,2ITJ,365,34756.5
19-Oct-22,1375,WC9MFYIRW,A54O,200,16379.5
19-Oct-22,1376,PAFTEBEGH,NKG6,350,29163.5
19-Oct-22,1377,BGKPLQ9YY,7Y34,230,29163.5
19-Oct-22,1378,QBOTT3X0M,95AS,265,18599.65
19-Oct-22,1379,QH7IF7LR6,T5NT,170,44004.05
19-Oct-22,1380,L6EWXJ22K,NJ9V,450,44004.05
19-Oct-22,1381,FJI1EUHL1,RPDB,125,41735.8
19-Oct-22,1382,1X7IDASUM,C6FR,180,25404.4
19-Oct-22,1383,HNT933BW3,QTAE,65,24881.95
19-Oct-22,1384,JBAUUPXP1,XZO5,165,10513.5
19-Oct-22,1385,R8FVWOL03,AS13,415,26634.2
19-Oct-22,1386,HPI9JV4BQ,T87E,15,0
19-Oct-22,1387,EGQF2LJPS,4BMP,340,24881.95
19-Oct-22,1388,CFZ1OWCKQ,IFW4,270,34694.55
19-Oct-22,1389,6SNBADXGF,J8UB,240,17172.05
19-Oct-22,1390,YP7US1IJ5,R8N1,440,31190.05
19-Oct-22,1391,IOCG9NYL6,O9F0,280,700.9
19-Oct-22,1392,SD3TD2QM8,S7TE,425,10863.95
19-Oct-22,1393,98M5TZ0UA,D68Z,395,20776.5
19-Oct-22,1394,EW26AKURG,2USL,230,3078
19-Oct-22,1395,9TJC56R5F,975E,480,3334.5
19-Oct-22,1396,10Q3Y9UUS,WWG2,490,19494
19-Oct-22,1397,MHTJ0P5XM,24YK,55,25393.5
19-Oct-22,1398,KP0JQ419X,P0YW,375,21802.5
19-Oct-22,1399,3X0QJN3T1,2FEJ,415,19237.5
19-Oct-22,1400,WABKA3154,4CYX,210,22315.5
19-Oct-22,1401,EBHFK6X7J,LH9X,220,15934
19-Oct-22,1402,SC49TJ1X5,U3PZ,90,37444.9
19-Oct-22,1403,84BEMDS0H,VZ4X,185,16332.35
19-Oct-22,1404,P6AH7LXTM,8G25,15,37046.55
19-Oct-22,1405,RO0JQUQFR,PE2H,395,31469.65
19-Oct-22,1406,O4XREQH0L,CK2Q,310,35054.8
19-Oct-22,1407,SA0ZSBCTR,TN4W,95,4780.2
19-Oct-22,1408,0BFJ3NP10,BJO6,270,22307.6
19-Oct-22,1409,T4CF7MH3N,GF7G,40,18324.1
19-Oct-22,1410,37IDI92OF,X4RM,0,13942.25
19-Oct-22,1411,OKYGLF157,BNHR,325,19095.75
19-Oct-22,1412,QTYSI2YUC,4W8F,265,20981.75
19-Oct-22,1413,1BFS4DRT2,H5KO,490,2357.5
19-Oct-22,1414,ZTBI3I0DN,DQY8,125,12966.25
19-Oct-22,1415,3CMWMAVAM,BWER,345,12494.75
19-Oct-22,1416,G2ADX2M3A,MRCQ,125,8487
19-Oct-22,1417,04VBG4U4I,DXBV,245,1650.25
19-Oct-22,1418,F0ZH1TKYV,LJG1,290,16031
19-Oct-22,1419,HZ7F415XZ,9E4S,65,2121.75
19-Oct-22,1420,DQ6B8JVRQ,WKAT,445,14532.05
19-Oct-22,1421,RV71TWGII,ZS1Z,265,18211.05
19-Oct-22,1422,MS3IT8XO2,FYGH,80,2575.3
19-Oct-22,1423,GNVY6Z5AH,513J,390,8277.75
19-Oct-22,1424,37R0OH9NY,WBTG,445,10669.1
19-Oct-22,1425,DYGKD06PT,79O0,455,11772.8
19-Oct-22,1426,JPBQ9DVXN,3MIE,140,0
19-Oct-22,1427,BFLTGPT96,SWFJ,250,1103.7
19-Oct-22,1428,8ZL8NZBEC,A4XC,380,14716
19-Oct-22,1429,PS9U4APRH,EUUF,470,12965.4
19-Oct-22,1430,9GS3LDBOT,UTBN,25,45138.8
19-Oct-22,1431,RN3ZRLQ6X,UDQ2,20,35054.6
19-Oct-22,1432,MA5BP5R5M,MLRZ,195,34094.2
